Academic Year,InState,International Status,Ethnicity,ChurchAffiliation,ClassLevel,Gender,StudentCount,vegitarian
2008,FALSE,Not internation student,Other Ethnicity,Other,Sophomore,Male,2,no
2008,TRUE,Not internation student,Other Ethnicity,Christian Reformed,First-year,Female,1,no
2008,TRUE,Not internation student,Other Ethnicity,Christian Reformed,First-year,Male,2,no
2008,TRUE,Not internation student,Other Ethnicity,Christian Reformed,Junior,Female,2,no
2008,TRUE,Not internation student,Other Ethnicity,Christian Reformed,Junior,Male,1,no
2008,TRUE,Not internation student,Other Ethnicity,Christian Reformed,Senior,Male,3,no
2008,TRUE,Not internation student,Other Ethnicity,Christian Reformed,Sophomore,Female,2,no
2008,TRUE,Not internation student,Other Ethnicity,Christian Reformed,Sophomore,Male,1,no
2008,TRUE,Not internation student,Other Ethnicity,Other,First-year,Female,3,no
2008,TRUE,Not internation student,Other Ethnicity,Other,First-year,Male,3,no
2008,TRUE,Not internation student,Other Ethnicity,Other,Junior,Female,2,no
2008,TRUE,Not internation student,Other Ethnicity,Other,Senior,Female,4,no
2008,TRUE,Not internation student,Other Ethnicity,Other,Senior,Male,1,no
2008,TRUE,Not internation student,Other Ethnicity,Other,Sophomore,Female,2,no
2008,TRUE,Not internation student,Other Ethnicity,Other,Sophomore,Male,6,no
2009,FALSE,Not internation student,Other Ethnicity,Christian Reformed,First-year,Female,1,no
2009,FALSE,Not internation student,Other Ethnicity,Christian Reformed,First-year,Male,4,no
2009,FALSE,Not internation student,Other Ethnicity,Christian Reformed,Junior,Female,3,no
2009,FALSE,Not internation student,Other Ethnicity,Christian Reformed,Junior,Male,1,no
2009,FALSE,Not internation student,Other Ethnicity,Christian Reformed,Senior,Female,2,no
2009,FALSE,Not internation student,Other Ethnicity,Christian Reformed,Senior,Male,1,no
2009,FALSE,Not internation student,Other Ethnicity,Christian Reformed,Sophomore,Female,3,no
2009,FALSE,Not internation student,Other Ethnicity,Other,First-year,Female,6,no
2009,FALSE,Not internation student,Other Ethnicity,Other,First-year,Male,3,no
2009,FALSE,Not internation student,Other Ethnicity,Other,Junior,Female,4,no
2009,FALSE,Not internation student,Other Ethnicity,Other,Junior,Male,1,no
2009,FALSE,Not internation student,Other Ethnicity,Other,Senior,Female,6,no
2009,FALSE,Not internation student,Other Ethnicity,Other,Senior,Male,5,no
2009,FALSE,Not internation student,Other Ethnicity,Other,Sophomore,Female,2,no
2009,FALSE,Not internation student,Other Ethnicity,Other,Sophomore,Male,5,no
2009,TRUE,Not internation student,Other Ethnicity,Christian Reformed,First-year,Male,1,no
2009,TRUE,Not internation student,Other Ethnicity,Christian Reformed,Junior,Female,2,no
2009,TRUE,Not internation student,Other Ethnicity,Christian Reformed,Junior,Male,1,no
2009,TRUE,Not internation student,Other Ethnicity,Christian Reformed,Senior,Female,2,no
2009,TRUE,Not internation student,Other Ethnicity,Christian Reformed,Senior,Male,3,no
2009,TRUE,Not internation student,Other Ethnicity,Christian Reformed,Sophomore,Male,1,no
2009,TRUE,Not internation student,Other Ethnicity,Other,First-year,Female,6,no
2009,TRUE,Not internation student,Other Ethnicity,Other,First-year,Male,1,no
2009,TRUE,Not internation student,Other Ethnicity,Other,Junior,Female,2,no
2009,TRUE,Not internation student,Other Ethnicity,Other,Junior,Male,3,no
2009,TRUE,Not internation student,Other Ethnicity,Other,Senior,Female,4,no
2009,TRUE,Not internation student,Other Ethnicity,Other,Senior,Male,1,no
2009,TRUE,Not internation student,Other Ethnicity,Other,Sophomore,Female,2,no
2009,TRUE,Not internation student,Other Ethnicity,Other,Sophomore,Male,4,no
2018,FALSE,Not internation student,Unknown,Christian Reformed,First-year,Male,1,no
2018,FALSE,Not internation student,Unknown,Other,Sophomore,Female,1,no
2010,FALSE,Not internation student,White,Christian Reformed,First-year,Female,59,no
2010,FALSE,Not internation student,White,Christian Reformed,First-year,Male,54,no
2010,FALSE,Not internation student,White,Christian Reformed,Junior,Female,87,no
2010,FALSE,Not internation student,White,Christian Reformed,Junior,Male,50,no
2010,FALSE,Not internation student,White,Christian Reformed,Senior,Female,89,no
2010,FALSE,Not internation student,White,Christian Reformed,Senior,Male,87,no
2010,FALSE,Not internation student,White,Christian Reformed,Sophomore,Female,54,no
2010,FALSE,Not internation student,White,Christian Reformed,Sophomore,Male,48,no
2010,FALSE,Not internation student,White,Other,First-year,Female,108,no
2010,FALSE,Not internation student,White,Other,First-year,Male,99,no
2010,FALSE,Not internation student,White,Other,Junior,Female,82,no
2010,FALSE,Not internation student,White,Other,Junior,Male,76,no
2010,FALSE,Not internation student,White,Other,Senior,Female,127,no
2010,FALSE,Not internation student,White,Other,Senior,Male,108,no
2010,FALSE,Not internation student,White,Other,Sophomore,Female,99,no
2010,FALSE,Not internation student,White,Other,Sophomore,Male,74,no
2010,TRUE,Not internation student,White,Christian Reformed,First-year,Female,117,no
2010,TRUE,Not internation student,White,Christian Reformed,First-year,Male,115,no
2010,TRUE,Not internation student,White,Christian Reformed,Junior,Female,106,no
2010,TRUE,Not internation student,White,Christian Reformed,Junior,Male,107,no
2010,TRUE,Not internation student,White,Christian Reformed,Senior,Female,138,no
2010,TRUE,Not internation student,White,Christian Reformed,Senior,Male,119,no
2010,TRUE,Not internation student,White,Christian Reformed,Sophomore,Female,123,no
2010,TRUE,Not internation student,White,Christian Reformed,Sophomore,Male,119,no
2010,TRUE,Not internation student,White,Other,First-year,Female,103,no
2010,TRUE,Not internation student,White,Other,First-year,Male,95,no
2010,TRUE,Not internation student,White,Other,Junior,Female,101,no
2010,TRUE,Not internation student,White,Other,Junior,Male,77,no
2010,TRUE,Not internation student,White,Other,Junior,Not Entered,1,no
2010,TRUE,Not internation student,White,Other,Senior,Female,127,no
2010,TRUE,Not internation student,White,Other,Senior,Male,81,no
2010,TRUE,Not internation student,White,Other,Sophomore,Female,119,no
2010,TRUE,Not internation student,White,Other,Sophomore,Male,93,no
2011,FALSE,Not internation student,White,Christian Reformed,First-year,Female,57,no
2011,FALSE,Not internation student,White,Christian Reformed,First-year,Male,53,no
2011,FALSE,Not internation student,White,Christian Reformed,Junior,Female,50,no
2011,FALSE,Not internation student,White,Christian Reformed,Junior,Male,42,no
2011,FALSE,Not internation student,White,Christian Reformed,Senior,Female,90,no
2011,FALSE,Not internation student,White,Christian Reformed,Senior,Male,70,no
2011,FALSE,Not internation student,White,Christian Reformed,Sophomore,Female,55,no
2011,FALSE,Not internation student,White,Christian Reformed,Sophomore,Male,51,no
2011,FALSE,Not internation student,White,Other,First-year,Female,103,no
2011,FALSE,Not internation student,White,Other,First-year,Male,70,no
2011,FALSE,Not internation student,White,Other,Junior,Female,88,no
2011,FALSE,Not internation student,White,Other,Junior,Male,73,no
2011,FALSE,Not internation student,White,Other,Senior,Female,101,no
2011,FALSE,Not internation student,White,Other,Senior,Male,93,no
2011,FALSE,Not internation student,White,Other,Sophomore,Female,109,no
2011,FALSE,Not internation student,White,Other,Sophomore,Male,91,no
2011,TRUE,Not internation student,White,Christian Reformed,First-year,Female,115,no
2011,TRUE,Not internation student,White,Christian Reformed,First-year,Male,99,no
2011,TRUE,Not internation student,White,Christian Reformed,Junior,Female,108,no
2011,TRUE,Not internation student,White,Christian Reformed,Junior,Male,107,no
2011,TRUE,Not internation student,White,Christian Reformed,Senior,Female,126,no
2011,TRUE,Not internation student,White,Christian Reformed,Senior,Male,126,no
2011,TRUE,Not internation student,White,Christian Reformed,Sophomore,Female,118,no
2011,TRUE,Not internation student,White,Christian Reformed,Sophomore,Male,101,no
2011,TRUE,Not internation student,White,Other,First-year,Female,115,no
2011,TRUE,Not internation student,White,Other,First-year,Male,102,no
2011,TRUE,Not internation student,White,Other,Junior,Female,119,no
2011,TRUE,Not internation student,White,Other,Junior,Male,93,no
2011,TRUE,Not internation student,White,Other,Senior,Female,117,no
2011,TRUE,Not internation student,White,Other,Senior,Male,94,no
2011,TRUE,Not internation student,White,Other,Senior,Not Entered,1,no
2011,TRUE,Not internation student,White,Other,Sophomore,Female,97,no
2011,TRUE,Not internation student,White,Other,Sophomore,Male,83,no
2012,FALSE,Not internation student,White,Christian Reformed,First-year,Female,59,no
2012,FALSE,Not internation student,White,Christian Reformed,First-year,Male,45,no
2012,FALSE,Not internation student,White,Christian Reformed,Graduate Student,Female,4,no
2012,FALSE,Not internation student,White,Christian Reformed,Junior,Female,53,no
2012,FALSE,Not internation student,White,Christian Reformed,Junior,Male,49,no
2012,FALSE,Not internation student,White,Christian Reformed,Senior,Female,60,no
2012,FALSE,Not internation student,White,Christian Reformed,Senior,Male,56,no
2012,FALSE,Not internation student,White,Christian Reformed,Sophomore,Female,51,no
2012,FALSE,Not internation student,White,Christian Reformed,Sophomore,Male,44,no
2012,FALSE,Not internation student,White,Other,First-year,Female,125,no
2012,FALSE,Not internation student,White,Other,First-year,Male,96,no
2012,FALSE,Not internation student,White,Other,Junior,Female,102,no
2012,FALSE,Not internation student,White,Other,Junior,Male,88,no
2012,FALSE,Not internation student,White,Other,Senior,Female,110,no
2012,FALSE,Not internation student,White,Other,Senior,Male,92,no
2012,FALSE,Not internation student,White,Other,Sophomore,Female,94,no
2012,FALSE,Not internation student,White,Other,Sophomore,Male,73,no
2012,TRUE,Not internation student,White,Christian Reformed,First-year,Female,117,no
2012,TRUE,Not internation student,White,Christian Reformed,First-year,Male,110,no
2012,TRUE,Not internation student,White,Christian Reformed,Graduate Student,Female,4,no
2012,TRUE,Not internation student,White,Christian Reformed,Junior,Female,113,no
2012,TRUE,Not internation student,White,Christian Reformed,Junior,Male,87,no
2012,TRUE,Not internation student,White,Christian Reformed,Senior,Female,129,no
2012,TRUE,Not internation student,White,Christian Reformed,Senior,Male,132,no
2012,TRUE,Not internation student,White,Christian Reformed,Sophomore,Female,108,no
2012,TRUE,Not internation student,White,Christian Reformed,Sophomore,Male,96,no
2012,TRUE,Not internation student,White,Other,First-year,Female,113,no
2012,TRUE,Not internation student,White,Other,First-year,Male,92,no
2012,TRUE,Not internation student,White,Other,Graduate Student,Female,1,no
2012,TRUE,Not internation student,White,Other,Junior,Female,97,no
2012,TRUE,Not internation student,White,Other,Junior,Male,77,no
2012,TRUE,Not internation student,White,Other,Senior,Female,131,no
2012,TRUE,Not internation student,White,Other,Senior,Male,108,no
2012,TRUE,Not internation student,White,Other,Senior,Not Entered,1,no
2012,TRUE,Not internation student,White,Other,Sophomore,Female,113,no
2012,TRUE,Not internation student,White,Other,Sophomore,Male,83,no
2013,FALSE,Not internation student,White,Christian Reformed,First-year,Female,37,no
2013,FALSE,Not internation student,White,Christian Reformed,First-year,Male,27,no
2013,FALSE,Not internation student,White,Christian Reformed,Junior,Female,46,no
2013,FALSE,Not internation student,White,Christian Reformed,Junior,Male,45,no
2013,FALSE,Not internation student,White,Christian Reformed,Senior,Female,70,no
2013,FALSE,Not internation student,White,Christian Reformed,Senior,Male,59,no
2013,FALSE,Not internation student,White,Christian Reformed,Sophomore,Female,58,no
2013,FALSE,Not internation student,White,Christian Reformed,Sophomore,Male,42,no
2013,FALSE,Not internation student,White,Other,First-year,Female,118,no
2013,FALSE,Not internation student,White,Other,First-year,Male,102,no
2013,FALSE,Not internation student,White,Other,Junior,Female,85,no
2013,FALSE,Not internation student,White,Other,Junior,Male,70,no
2013,FALSE,Not internation student,White,Other,Senior,Female,136,no
2013,FALSE,Not internation student,White,Other,Senior,Male,102,no
2013,FALSE,Not internation student,White,Other,Sophomore,Female,118,no
2013,FALSE,Not internation student,White,Other,Sophomore,Male,82,no
2013,TRUE,Not internation student,White,Christian Reformed,First-year,Female,116,no
2013,TRUE,Not internation student,White,Christian Reformed,First-year,Male,110,no
2013,TRUE,Not internation student,White,Christian Reformed,Junior,Female,91,no
2013,TRUE,Not internation student,White,Christian Reformed,Junior,Male,99,no
2013,TRUE,Not internation student,White,Christian Reformed,Senior,Female,138,no
2013,TRUE,Not internation student,White,Christian Reformed,Senior,Male,97,no
2013,TRUE,Not internation student,White,Christian Reformed,Sophomore,Female,116,no
2013,TRUE,Not internation student,White,Christian Reformed,Sophomore,Male,97,no
2013,TRUE,Not internation student,White,Other,First-year,Female,130,no
2013,TRUE,Not internation student,White,Other,First-year,Male,109,no
2013,TRUE,Not internation student,White,Other,Junior,Female,109,no
2013,TRUE,Not internation student,White,Other,Junior,Male,78,no
2013,TRUE,Not internation student,White,Other,Senior,Female,119,no
2013,TRUE,Not internation student,White,Other,Senior,Male,95,no
2013,TRUE,Not internation student,White,Other,Sophomore,Female,120,no
2013,TRUE,Not internation student,White,Other,Sophomore,Male,93,no
2014,FALSE,Not internation student,White,Christian Reformed,First-year,Female,56,no
2014,FALSE,Not internation student,White,Christian Reformed,First-year,Male,32,no
2014,FALSE,Not internation student,White,Christian Reformed,Junior,Female,52,no
2014,FALSE,Not internation student,White,Christian Reformed,Junior,Male,40,no
2014,FALSE,Not internation student,White,Christian Reformed,Senior,Female,56,no
2014,FALSE,Not internation student,White,Christian Reformed,Senior,Male,57,no
2014,FALSE,Not internation student,White,Christian Reformed,Sophomore,Female,37,no
2014,FALSE,Not internation student,White,Christian Reformed,Sophomore,Male,29,no
2014,FALSE,Not internation student,White,Other,First-year,Female,95,no
2014,FALSE,Not internation student,White,Other,First-year,Male,103,no
2014,FALSE,Not internation student,White,Other,Junior,Female,103,no
2014,FALSE,Not internation student,White,Other,Junior,Male,79,no
2014,FALSE,Not internation student,White,Other,Senior,Female,120,no
2014,FALSE,Not internation student,White,Other,Senior,Male,89,no
2014,FALSE,Not internation student,White,Other,Sophomore,Female,116,no
2014,FALSE,Not internation student,White,Other,Sophomore,Male,78,no
2014,TRUE,Not internation student,White,Christian Reformed,First-year,Female,98,no
2014,TRUE,Not internation student,White,Christian Reformed,First-year,Male,101,no
2014,TRUE,Not internation student,White,Christian Reformed,Junior,Female,103,no
2014,TRUE,Not internation student,White,Christian Reformed,Junior,Male,91,no
2014,TRUE,Not internation student,White,Christian Reformed,Senior,Female,109,no
2014,TRUE,Not internation student,White,Christian Reformed,Senior,Male,107,no
2014,TRUE,Not internation student,White,Christian Reformed,Sophomore,Female,119,no
2014,TRUE,Not internation student,White,Christian Reformed,Sophomore,Male,95,no
2014,TRUE,Not internation student,White,Other,First-year,Female,123,no
2014,TRUE,Not internation student,White,Other,First-year,Male,92,no
2014,TRUE,Not internation student,White,Other,Junior,Female,107,no
2014,TRUE,Not internation student,White,Other,Junior,Male,78,no
2014,TRUE,Not internation student,White,Other,Senior,Female,136,no
2014,TRUE,Not internation student,White,Other,Senior,Male,102,no
2014,TRUE,Not internation student,White,Other,Sophomore,Female,132,no
2014,TRUE,Not internation student,White,Other,Sophomore,Male,109,no
2015,FALSE,Not internation student,White,Christian Reformed,First-year,Female,34,no
2015,FALSE,Not internation student,White,Christian Reformed,First-year,Male,24,no
2015,FALSE,Not internation student,White,Christian Reformed,Junior,Female,34,no
2015,FALSE,Not internation student,White,Christian Reformed,Junior,Male,29,no
2015,FALSE,Not internation student,White,Christian Reformed,Senior,Female,61,no
2015,FALSE,Not internation student,White,Christian Reformed,Senior,Male,46,no
2015,FALSE,Not internation student,White,Christian Reformed,Sophomore,Female,53,no
2015,FALSE,Not internation student,White,Christian Reformed,Sophomore,Male,25,no
2015,FALSE,Not internation student,White,Other,First-year,Female,82,no
2015,FALSE,Not internation student,White,Other,First-year,Male,82,no
2015,FALSE,Not internation student,White,Other,Junior,Female,109,no
2015,FALSE,Not internation student,White,Other,Junior,Male,71,no
2015,FALSE,Not internation student,White,Other,Senior,Female,134,no
2015,FALSE,Not internation student,White,Other,Senior,Male,88,no
2015,FALSE,Not internation student,White,Other,Sophomore,Female,83,no
2015,FALSE,Not internation student,White,Other,Sophomore,Male,87,no
2015,TRUE,Not internation student,White,Christian Reformed,First-year,Female,101,no
2015,TRUE,Not internation student,White,Christian Reformed,First-year,Male,78,no
2015,TRUE,Not internation student,White,Christian Reformed,Junior,Female,115,no
2015,TRUE,Not internation student,White,Christian Reformed,Junior,Male,98,no
2015,TRUE,Not internation student,White,Christian Reformed,Senior,Female,116,no
2015,TRUE,Not internation student,White,Christian Reformed,Senior,Male,106,no
2015,TRUE,Not internation student,White,Christian Reformed,Sophomore,Female,95,no
2015,TRUE,Not internation student,White,Christian Reformed,Sophomore,Male,100,no
2015,TRUE,Not internation student,White,Other,First-year,Female,146,no
2015,TRUE,Not internation student,White,Other,First-year,Male,117,no
2015,TRUE,Not internation student,White,Other,Junior,Female,122,no
2015,TRUE,Not internation student,White,Other,Junior,Male,101,no
2015,TRUE,Not internation student,White,Other,Senior,Female,130,no
2015,TRUE,Not internation student,White,Other,Senior,Male,106,no
2015,TRUE,Not internation student,White,Other,Sophomore,Female,116,no
2015,TRUE,Not internation student,White,Other,Sophomore,Male,92,no
2016,FALSE,Not internation student,White,Christian Reformed,First-year,Female,27,no
2016,FALSE,Not internation student,White,Christian Reformed,First-year,Male,31,no
2016,FALSE,Not internation student,White,Christian Reformed,Junior,Female,48,no
2016,FALSE,Not internation student,White,Christian Reformed,Junior,Male,22,no
2016,FALSE,Not internation student,White,Christian Reformed,Senior,Female,49,no
2016,FALSE,Not internation student,White,Christian Reformed,Senior,Male,40,no
2016,FALSE,Not internation student,White,Christian Reformed,Sophomore,Female,35,no
2016,FALSE,Not internation student,White,Christian Reformed,Sophomore,Male,25,no
2016,FALSE,Not internation student,White,Other,First-year,Female,110,no
2016,FALSE,Not internation student,White,Other,First-year,Male,95,no
2016,FALSE,Not internation student,White,Other,Junior,Female,77,no
2016,FALSE,Not internation student,White,Other,Junior,Male,75,no
2016,FALSE,Not internation student,White,Other,Senior,Female,130,no
2016,FALSE,Not internation student,White,Other,Senior,Male,99,no
2016,FALSE,Not internation student,White,Other,Sophomore,Female,79,no
2016,FALSE,Not internation student,White,Other,Sophomore,Male,68,no
2016,TRUE,Not internation student,White,Christian Reformed,First-year,Female,88,no
2016,TRUE,Not internation student,White,Christian Reformed,First-year,Male,98,no
2016,TRUE,Not internation student,White,Christian Reformed,Junior,Female,85,no
2016,TRUE,Not internation student,White,Christian Reformed,Junior,Male,92,no
2016,TRUE,Not internation student,White,Christian Reformed,Senior,Female,131,no
2016,TRUE,Not internation student,White,Christian Reformed,Senior,Male,114,no
2016,TRUE,Not internation student,White,Christian Reformed,Sophomore,Female,102,no
2016,TRUE,Not internation student,White,Christian Reformed,Sophomore,Male,80,no
2016,TRUE,Not internation student,White,Other,First-year,Female,113,no
2016,TRUE,Not internation student,White,Other,First-year,Male,95,no
2016,TRUE,Not internation student,White,Other,Junior,Female,105,no
2016,TRUE,Not internation student,White,Other,Junior,Male,78,no
2016,TRUE,Not internation student,White,Other,Senior,Female,144,no
2016,TRUE,Not internation student,White,Other,Senior,Male,126,no
2016,TRUE,Not internation student,White,Other,Sophomore,Female,121,no
2016,TRUE,Not internation student,White,Other,Sophomore,Male,104,no
2017,FALSE,Not internation student,White,Christian Reformed,First-year,Female,25,no
2017,FALSE,Not internation student,White,Christian Reformed,First-year,Male,17,no
2017,FALSE,Not internation student,White,Christian Reformed,Junior,Female,33,no
2017,FALSE,Not internation student,White,Christian Reformed,Junior,Male,26,no
2017,FALSE,Not internation student,White,Christian Reformed,Senior,Female,55,no
2017,FALSE,Not internation student,White,Christian Reformed,Senior,Male,32,no
2017,FALSE,Not internation student,White,Christian Reformed,Sophomore,Female,24,no
2017,FALSE,Not internation student,White,Christian Reformed,Sophomore,Male,30,no
2017,FALSE,Not internation student,White,Other,First-year,Female,98,no
2017,FALSE,Not internation student,White,Other,First-year,Male,78,no
2017,FALSE,Not internation student,White,Other,Junior,Female,79,no
2017,FALSE,Not internation student,White,Other,Junior,Male,57,no
2017,FALSE,Not internation student,White,Other,Senior,Female,106,no
2017,FALSE,Not internation student,White,Other,Senior,Male,96,no
2017,FALSE,Not internation student,White,Other,Sophomore,Female,102,no
2017,FALSE,Not internation student,White,Other,Sophomore,Male,87,no
2017,TRUE,Not internation student,White,Christian Reformed,First-year,Female,96,no
2017,TRUE,Not internation student,White,Christian Reformed,First-year,Male,80,no
2017,TRUE,Not internation student,White,Christian Reformed,Junior,Female,91,no
2017,TRUE,Not internation student,White,Christian Reformed,Junior,Male,75,no
2017,TRUE,Not internation student,White,Christian Reformed,Senior,Female,111,no
2017,TRUE,Not internation student,White,Christian Reformed,Senior,Male,107,no
2017,TRUE,Not internation student,White,Christian Reformed,Sophomore,Female,90,no
2017,TRUE,Not internation student,White,Christian Reformed,Sophomore,Male,81,no
2017,TRUE,Not internation student,White,Other,First-year,Female,118,no
2017,TRUE,Not internation student,White,Other,First-year,Male,105,no
2017,TRUE,Not internation student,White,Other,Junior,Female,116,no
2017,TRUE,Not internation student,White,Other,Junior,Male,103,no
2017,TRUE,Not internation student,White,Other,Senior,Female,126,no
2017,TRUE,Not internation student,White,Other,Senior,Male,101,no
2017,TRUE,Not internation student,White,Other,Sophomore,Female,98,no
2017,TRUE,Not internation student,White,Other,Sophomore,Male,90,no
2018,FALSE,Not internation student,White,Christian Reformed,First-year,Female,18,no
2018,FALSE,Not internation student,White,Christian Reformed,First-year,Male,28,no
2018,FALSE,Not internation student,White,Christian Reformed,Junior,Female,27,no
2018,FALSE,Not internation student,White,Christian Reformed,Junior,Male,29,no
2018,FALSE,Not internation student,White,Christian Reformed,Senior,Female,40,no
2018,FALSE,Not internation student,White,Christian Reformed,Senior,Male,30,no
2018,FALSE,Not internation student,White,Christian Reformed,Sophomore,Female,24,no
2018,FALSE,Not internation student,White,Christian Reformed,Sophomore,Male,14,no
2018,FALSE,Not internation student,White,Other,First-year,Female,73,no
2018,FALSE,Not internation student,White,Other,First-year,Male,91,no
2018,FALSE,Not internation student,White,Other,Junior,Female,99,no
2018,FALSE,Not internation student,White,Other,Junior,Male,81,no
2018,FALSE,Not internation student,White,Other,Senior,Female,96,no
2018,FALSE,Not internation student,White,Other,Senior,Male,84,no
2018,FALSE,Not internation student,White,Other,Sophomore,Female,95,no
2018,FALSE,Not internation student,White,Other,Sophomore,Male,72,no
2018,TRUE,Not internation student,White,Christian Reformed,First-year,Female,85,no
2018,TRUE,Not internation student,White,Christian Reformed,First-year,Male,83,no
2018,TRUE,Not internation student,White,Christian Reformed,Junior,Female,83,no
2018,TRUE,Not internation student,White,Christian Reformed,Junior,Male,68,no
2018,TRUE,Not internation student,White,Christian Reformed,Senior,Female,103,no
2018,TRUE,Not internation student,White,Christian Reformed,Senior,Male,92,no
2018,TRUE,Not internation student,White,Christian Reformed,Sophomore,Female,88,no
2018,TRUE,Not internation student,White,Christian Reformed,Sophomore,Male,77,no
2018,TRUE,Not internation student,White,Other,First-year,Female,109,no
2018,TRUE,Not internation student,White,Other,First-year,Male,77,no
2018,TRUE,Not internation student,White,Other,Junior,Female,99,no
2018,TRUE,Not internation student,White,Other,Junior,Male,83,no
2018,TRUE,Not internation student,White,Other,Senior,Female,134,no
2018,TRUE,Not internation student,White,Other,Senior,Male,118,no
2018,TRUE,Not internation student,White,Other,Sophomore,Female,118,no
2018,TRUE,Not internation student,White,Other,Sophomore,Male,88,no
2019,FALSE,Not internation student,White,Christian Reformed,First-year,Female,25,no
2019,FALSE,Not internation student,White,Christian Reformed,First-year,Male,24,no
2019,FALSE,Not internation student,White,Christian Reformed,Junior,Female,27,no
2019,FALSE,Not internation student,White,Christian Reformed,Junior,Male,11,no
2019,FALSE,Not internation student,White,Christian Reformed,Senior,Female,27,no
2019,FALSE,Not internation student,White,Christian Reformed,Senior,Male,32,no
2019,FALSE,Not internation student,White,Christian Reformed,Sophomore,Female,16,no
2019,FALSE,Not internation student,White,Christian Reformed,Sophomore,Male,26,no
2019,FALSE,Not internation student,White,Other,First-year,Female,95,no
2019,FALSE,Not internation student,White,Other,First-year,Male,69,no
2019,FALSE,Not internation student,White,Other,Junior,Female,91,no
2019,FALSE,Not internation student,White,Other,Junior,Male,62,no
2019,FALSE,Not internation student,White,Other,Senior,Female,112,no
2019,FALSE,Not internation student,White,Other,Senior,Male,97,no
2019,FALSE,Not internation student,White,Other,Sophomore,Female,83,no
2019,FALSE,Not internation student,White,Other,Sophomore,Male,81,no
2019,TRUE,Not internation student,White,Christian Reformed,First-year,Female,73,no
2019,TRUE,Not internation student,White,Christian Reformed,First-year,Male,64,no
2019,TRUE,Not internation student,White,Christian Reformed,Junior,Female,95,no
2019,TRUE,Not internation student,White,Christian Reformed,Junior,Male,73,no
2019,TRUE,Not internation student,White,Christian Reformed,Senior,Female,105,no
2019,TRUE,Not internation student,White,Christian Reformed,Senior,Male,86,no
2019,TRUE,Not internation student,White,Christian Reformed,Sophomore,Female,76,no
2019,TRUE,Not internation student,White,Christian Reformed,Sophomore,Male,69,no
2019,TRUE,Not internation student,White,Other,First-year,Female,92,no
2019,TRUE,Not internation student,White,Other,First-year,Male,106,no
2019,TRUE,Not internation student,White,Other,Junior,Female,110,no
2019,TRUE,Not internation student,White,Other,Junior,Male,86,no
2019,TRUE,Not internation student,White,Other,Senior,Female,115,no
2019,TRUE,Not internation student,White,Other,Senior,Male,98,no
2019,TRUE,Not internation student,White,Other,Sophomore,Female,101,no
2019,TRUE,Not internation student,White,Other,Sophomore,Male,59,no
2007,FALSE,Not internation student,White,Christian Reformed,First-year,Female,86,no
2007,FALSE,Not internation student,White,Christian Reformed,First-year,Male,97,no
2007,FALSE,Not internation student,White,Christian Reformed,Junior,Female,87,no
2007,FALSE,Not internation student,White,Christian Reformed,Junior,Male,90,no
2007,FALSE,Not internation student,White,Christian Reformed,Senior,Female,99,no
2007,FALSE,Not internation student,White,Christian Reformed,Senior,Male,103,no
2007,FALSE,Not internation student,White,Christian Reformed,Sophomore,Female,87,no
2007,FALSE,Not internation student,White,Christian Reformed,Sophomore,Male,78,no
2007,FALSE,Not internation student,White,Other,First-year,Female,136,no
2007,FALSE,Not internation student,White,Other,First-year,Male,123,no
2007,FALSE,Not internation student,White,Other,Junior,Female,141,no
2007,FALSE,Not internation student,White,Other,Junior,Male,86,no
2007,FALSE,Not internation student,White,Other,Senior,Female,137,no
2007,FALSE,Not internation student,White,Other,Senior,Male,123,no
2007,FALSE,Not internation student,White,Other,Sophomore,Female,131,no
2007,FALSE,Not internation student,White,Other,Sophomore,Male,109,no
2007,TRUE,Not internation student,White,Christian Reformed,First-year,Female,132,no
2007,TRUE,Not internation student,White,Christian Reformed,First-year,Male,131,no
2007,TRUE,Not internation student,White,Christian Reformed,Junior,Female,108,no
2007,TRUE,Not internation student,White,Christian Reformed,Junior,Male,85,no
2007,TRUE,Not internation student,White,Christian Reformed,Senior,Female,131,no
2007,TRUE,Not internation student,White,Christian Reformed,Senior,Male,107,no
2007,TRUE,Not internation student,White,Christian Reformed,Sophomore,Female,122,no
2007,TRUE,Not internation student,White,Christian Reformed,Sophomore,Male,108,no
2007,TRUE,Not internation student,White,Other,First-year,Female,132,no
2007,TRUE,Not internation student,White,Other,First-year,Male,98,no
2007,TRUE,Not internation student,White,Other,Junior,Female,88,no
2007,TRUE,Not internation student,White,Other,Junior,Male,81,no
2007,TRUE,Not internation student,White,Other,Senior,Female,90,no
2007,TRUE,Not internation student,White,Other,Senior,Male,90,no
2007,TRUE,Not internation student,White,Other,Sophomore,Female,123,no
2007,TRUE,Not internation student,White,Other,Sophomore,Male,81,no
2008,FALSE,Not internation student,White,Christian Reformed,First-year,Female,80,no
2008,FALSE,Not internation student,White,Christian Reformed,First-year,Male,67,no
2008,FALSE,Not internation student,White,Christian Reformed,Junior,Female,79,no
2008,FALSE,Not internation student,White,Christian Reformed,Junior,Male,80,no
2008,FALSE,Not internation student,White,Christian Reformed,Senior,Female,105,no
2008,FALSE,Not internation student,White,Christian Reformed,Senior,Male,106,no
2008,FALSE,Not internation student,White,Christian Reformed,Sophomore,Female,82,no
2008,FALSE,Not internation student,White,Christian Reformed,Sophomore,Male,76,no
